T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ  (1-10 m«n ph¸i, 10 c¶ bé trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm	
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30351	30	40000	0	200	23;23					31596	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30352	30	40000	0	200	23;23					31597	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30353	30	40000	0	200	17;25					31598	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30354	30	40000	0	200	17;25					31599	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30355	30	40000	0	200	17;25					31600	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30356	30	40000	0	200	17;25					31601	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30357	30	40000	0	200	17;25					31602	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30358	30	40000	0	200	17;25					31603	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30359	30	40000	0	200	25;17					31604	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30360	30	40000	0	200	25;17					31605	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30361	30	40000	0	200	25;17					31606	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30362	30	40000	0	200	25;17					31607	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30363	30	40000	0	200	23;23					31608	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30364	30	40000	0	200	23;23					31609	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30365	30	40000	0	200	23;23					31610	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30366	30	40000	0	200	23;23					31611	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30367	30	40000	0	200	23;23					31612	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü±êÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	±ê×¼ÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30368	30	40000	0	200	23;23					31613	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü×³ÄĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	¿ıÎàÄĞ»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30369	30	40000	0	200	23;23					31614	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30370	30	40000	0	200	23;23					31615	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30371	30	40000	0	200	23;23					31616	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30372	30	40000	0	200	23;23					31617	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30373	30	40000	0	200	23;23					31618	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾üĞÔ¸ĞÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	ĞÔ¸ĞÅ®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0						
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30374	30	40000	0	200	23;23					31619	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ36.spr	\image\item\cloth\»ğ·ï½«¾ü½¿Ğ¡ÒÂ120.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm T­íng qu©n hoÆc Qu©n c«ng ®¹t 2,000,000)	½¿Ğ¡Å®»ğ·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30375	30	40000	0	200	25;17					31620	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30376	30	40000	0	200	25;17					31621	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_024a_0.spr	\image\item\cloth\m2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	¿ıÎàÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30377	30	40000	0	200	25;17					31622	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30378	30	40000	0	200	25;17					31623	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_024a_0.spr	\image\item\cloth\m2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	¿ıÎàÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30379	30	40000	0	200	17;25					31624	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30380	30	40000	0	200	17;25					31625	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_024a_0.spr	\image\item\cloth\m2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	¿ıÎàÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30381	30	40000	0	200	23;23					31626	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30382	30	40000	0	200	23;23					31627	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_024a_0.spr	\image\item\cloth\m2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	¿ıÎàÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30383	30	40000	0	200	23;23					31628	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30384	30	40000	0	200	23;23					31629	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30385	30	40000	0	200	17;25					31630	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30386	30	40000	0	200	17;25					31631	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30387	30	40000	0	200	23;23					31632	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30388	30	40000	0	200	23;23					31633	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30389	30	40000	0	200	25;17					31634	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30390	30	40000	0	200	25;17					31635	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_024a_0.spr	\image\item\cloth\m2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	¿ıÎàÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30391	30	40000	0	200	25;17					31636	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_024a_0.spr	\image\item\cloth\f2_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	ĞÔ¸ĞÅ®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30392	30	40000	0	200	25;17					31637	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_024a_0.spr	\image\item\cloth\f1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	½¿Ğ¡Å®»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0						
Tèng_Háa Phông Nguyªn So¸i ChiÕn Bµo	0	100	30393	30	40000	0	200	23;23					31638	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_024a_0.spr	\image\item\cloth\m1_bd_024a.spr	ChiÕn bµo do ThÇn Háa Phông ban tÆng <color=Gold>(Trang bŞ cÇn qu©n hµm Nguyªn so¸i hoÆc Qu©n c«ng ®¹t 6,000,000)	±ê×¼ÄĞ»ğ·ïÔªË§ÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0						
